district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Luzhou,car parking space,3.09,Living,,,1080707,ground0 house0 park1,-1,6,other,other,reinforced concrete construction,800314.0,17.69,0,0,0,Yes,Yes,495000,,mechanical and stereoscopic garage,17.69,495000,RPRQMLMLPHOFFGF66CA
Xinzhuang,House and land (land + building),29.73,Living,,,1080620,ground1 house1 park0,5,6,mansion,living,reinforced concrete construction,790726.0,150.25,4,2,2,Yes,Yes,15000000,99840.0,,0.0,0,RPUPMLTKPHOFFBF96CA
Xindian,House and land (land + building) + parking space,37.72,Living,,,1080530,ground1 house1 park1,2,6,mansion,other,other,1071101.0,152.26,3,2,2,Yes,Yes,30000000,197031.0,garage,0.0,0,RPPNMLMLQHOFFCF48CA
Wanli,House and land (land + building),39.92,Living,,,1080604,ground2 house1 park0,4,6,mansion,living,reinforced concrete construction,840522.0,126.6,2,2,2,Yes,No,5300000,41864.0,,0.0,0,RPUOMLMLPHOFFDF09CA
Bali,House and land (land + building),15.98,Living,,,1080621,ground1 house1 park0,6,6,mansion,living,reinforced concrete construction,820812.0,72.5,2,1,1,Yes,Yes,4200000,57923.0,,0.0,0,RPWNMLMLPHOFFEF66CA
Yonghe,House and land (land + building) + parking space,30.78,Living,,,1080605,ground1 house1 park1,5,6,mansion,living,reinforced concrete construction,770805.0,157.34,3,2,2,Yes,Yes,21080000,133977.0,parking area,0.0,0,RPXOMLNLPHOFFHF27CA
Banqiao,House and land (land + building),30.44,Living,,,1080630,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770908.0,112.81,3,2,2,Yes,No,9090000,80578.0,,0.0,0,RPRPMLMLPHOFFAF58CA
Tucheng,House and land (land + building),26.8,Living,,,1080530,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,720820.0,86.54,3,2,1,Yes,No,6500000,75110.0,,0.0,0,RPQPMLRJQHOFFAF88CA
Xinzhuang,House and land (land + building),29.76,Living,,,1080610,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750409.0,104.04,2,2,2,Yes,No,9280000,89196.0,,0.0,0,RPTNMLNLPHOFFBF78CA
Xinzhuang,House and land (land + building),21.68,Living,,,1080511,ground2 house1 park0,1,5,apartment,business,reinforced concrete construction,740918.0,70.53,1,1,2,Yes,No,8500000,120516.0,,0.0,0,RPQOMLNLPHOFFBF58CA
Xinzhuang,House and land (land + building),29.4,Living,,,1080623,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,710921.0,105.9,4,2,1,Yes,No,7500000,70822.0,,0.0,0,RPPNMLOLPHOFFBF48CA
Linkou,House and land (land + building),76.58,Living,,,1080407,ground1 house1 park0,"1,2,3,4,5",5,house,living,reinforced concrete construction,950526.0,213.95,3,2,3,Yes,Yes,13680000,63940.0,,0.0,0,RPXNMLPLPHOFFBF76CA
Xinzhuang,House and land (land + building),19.73,Living,,,1080525,ground3 house1 park0,4 ,5,apartment,living,reinforced concrete construction,670902.0,91.0,3,2,1,Yes,No,6400000,70330.0,,0.0,0,RPSPMLLMPHOFFBF78CA
Xindian,House and land (land + building) + parking space,68.84,Living,,,1080510,ground1 house1 park1,5,5,mansion,other,other,1080325.0,180.19,2,2,2,Yes,Yes,10700000,69838.0,parking area,39.15,850000,RPOOMLNLPHOFFCF48CA
Xindian,House and land (land + building),22.62,Living,,,1080616,ground1 house1 park0,"2,3",5,mansion,living,reinforced concrete construction,800821.0,119.75999999999901,3,2,2,Yes,Yes,7250000,60538.0,,0.0,0,RPOPMLNLPHOFFCF58CA
Xindian,House and land (land + building),26.55,Living,,,1080615,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,670622.0,87.73,3,2,1,Yes,No,9800000,111706.0,,0.0,0,RPPQMLOLPHOFFCF88CA
Xizhi,House and land (land + building),42.28,,hillside conservation area,hillside conservation,1080626,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,841110.0,108.69,3,2,2,Yes,Yes,5200000,47842.0,,0.0,0,RPUPMLOLPHOFFDF76CA
Xizhi,House and land (land + building),44.47,,hillside conservation area,hillside conservation,1080616,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,841110.0,107.28,3,2,2,Yes,Yes,2350000,21905.0,,0.0,0,RPROMLTLPHOFFDF86CA
Sanzhong,House and land (land + building),22.38,Living,,,1080627,ground2 house1 park0,5,5,mansion,other,reinforced concrete construction,1050203.0,84.77,2,2,1,Yes,No,10600000,125044.0,,0.0,0,RPUPMLMLPHOFFGF86CA
Luzhou,House and land (land + building),60.74,Living,,,1080613,ground1 house2 park0,5,5,apartment,living,reinforced concrete construction,770310.0,209.28,3,1,1,Yes,No,20000000,95566.0,,0.0,0,RPVPMLMLPHOFFGF96CA
Luzhou,House and land (land + building),21.64,Living,,,1080620,ground4 house1 park0,1 ,5,vendor,other,reinforced concrete construction,720929.0,92.21,1,0,1,Yes,No,3060000,33185.0,,0.0,0,RPQQMLOLPHOFFGF76CA
Luzhou,House and land (land + building),26.0,Living,,,1080621,ground1 house1 park0,1  ,5,vendor,other,reinforced concrete construction,691001.0,220.0,1,1,1,Yes,No,24000000,109091.0,,0.0,0,RPTOMLOKQHOFFGF86CA
Sanzhong,House and land (land + building),9.47,Living,,,1080625,ground1 house1 park0,1,5,vendor,business,reinforced concrete construction,710211.0,27.0,0,0,0,No,No,3200000,118519.0,,0.0,0,RPSPMLQKQHOFFGF07CA
Zhonghe,House and land (land + building),20.08,Living,,,1080616,ground2 house1 park0,1 ,5,apartment,living,reinforced concrete construction,671028.0,72.0,4,0,4,Yes,No,8000000,111111.0,,0.0,0,RPUOMLPLPHOFFHF17CA
Zhonghe,House and land (land + building),9.17,Living,,,1070516,ground1 house1 park0,1,5,apartment,business,reinforced concrete construction,711104.0,39.32,3,2,1,Yes,No,4000000,101729.0,,0.0,0,RPSPMLKMPHOFFHF66CA
Three Gorges,House and land (land + building),20.9,Living,,,1080621,ground1 house1 park0,1 ,5,suite,living,reinforced concrete construction,750812.0,89.93,1,1,1,Yes,No,8000000,88958.0,,0.0,0,RPRNMLNLPHOFFIF66CA
Three Gorges,House and land (land + building),30.58,,hillside conservation area,hillside conservation,1080615,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,840828.0,105.78,3,2,2,Yes,No,2550000,24107.0,,0.0,0,RPSOMLRJQHOFFIF17CA
Luzhou,House and land (land + building),33.27,Living,,,1080617,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,701216.0,101.0,3,2,1,Yes,No,6450000,63861.0,,0.0,0,RPRPMLOLPHOFFGF86DA
Luzhou,House and land (land + building),33.27,Living,,,1080615,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,701216.0,101.0,3,1,1,Yes,No,6800000,67327.0,,0.0,0,RPQNMLNJQHOFFGF98DA
Zhonghe,House and land (land + building),32.78,Living,,,1080625,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,720705.0,117.83,3,2,2,Yes,No,10350000,87838.0,,0.0,0,RPPNMLMKPHOFFHF09CD
Sanzhong,House and land (land + building),23.2,Living,,,1080624,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,700127.0,69.0,2,1,1,Yes,No,3030000,43913.0,,0.0,0,RPOQMLNLPHOFFGF66EA
Freshwater,House and land (land + building),10.03,Living,,,1080704,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,790315.0,49.82,1,1,1,Yes,No,2500000,50181.0,,0.0,0,RPWOMLRJQHOFFEF37EA
Wugu,House and land (land + building),30.12,Living,,,1080710,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,760921.0,100.12,3,2,2,Yes,No,5500000,54934.0,,0.0,0,RPOSMLNLPHOFFBF98EA
Tucheng,House and land (land + building),20.19,Living,,,1080619,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,770106.0,67.28,2,1,1,Yes,No,4000000,59453.0,,0.0,0,RPTRMLMJQHOFFAF09EA
Banqiao,House and land (land + building),26.22,Living,,,1080723,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,,98.87,3,2,2,Yes,No,7200000,72823.0,,0.0,0,RPTNMLKMQHOFFAF78EA
Zhonghe,House and land (land + building),26.45,Living,,,1080429,ground1 house1 park0,3 ,5,apartment,living,reinforced concrete construction,681130.0,91.26,3,2,2,Yes,No,9760000,106947.0,,0.0,0,RPTNMLKMPHOFFHF66DA
Zhonghe,House and land (land + building),23.61,Living,,,1080612,ground2 house1 park0,1 ,5,apartment,living,reinforced concrete construction,700203.0,67.06,3,1,1,Yes,No,7300000,108858.0,,0.0,0,RPSQMLLJQHOFFHF66CA
Zhonghe,House and land (land + building),26.98,Living,,,1080608,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,760509.0,195.98999999999901,3,2,2,Yes,No,7850000,40053.0,,0.0,0,RPUNMLLMPHOFFHF76CA
Zhonghe,House and land (land + building),31.61,Living,,,1080618,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,830301.0,212.18,3,2,2,Yes,No,8800000,41474.0,,0.0,0,RPVOMLQLPHOFFHF37CA
Luzhou,House and land (land + building),28.34,Living,,,1080615,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,780515.0,98.42,3,2,2,Yes,No,7500000,76204.0,,0.0,0,RPRPMLQKQHOFFGF96CA
Sanzhong,House and land (land + building),28.5,Living,,,1080408,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,860926.0,64.77,3,2,1,Yes,No,10500000,162112.0,,0.0,0,RPUNMLLLQHOFFGF66CA
Sanzhong,House and land (land + building),27.6,Living,,,1071218,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,730426.0,93.24,1,1,1,Yes,No,3800000,40755.0,,0.0,0,RPVOMLLJQHOFFGF66CA
Sanzhong,House and land (land + building),23.37,Living,,,1080708,ground2 house1 park0,4 ,5,apartment,living,reinforced concrete construction,691107.0,86.0,3,1,2,Yes,No,7300000,84884.0,,0.0,0,RPWQMLTLPHOFFGF87CA
Sanzhong,House and land (land + building),23.63,Living,,,1080528,ground3 house1 park0,"1,-1",5,apartment,living,reinforced concrete construction,791226.0,165.53,2,2,2,Yes,Yes,15500000,93639.0,,0.0,0,RPVPMLQLPHOFFGF37CA
Sanzhong,House and land (land + building),12.0,Living,,,1080612,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,830809.0,37.07,0,0,0,No,No,4900000,132182.0,,0.0,0,RPVNMLSLPHOFFGF37CA
Xizhi,House and land (land + building),28.86,Business,,,1080626,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,751223.0,110.73,2,2,1,Yes,No,11600000,104759.0,,0.0,0,RPSTMLRJQHOFFDF17CA
Xizhi,House and land (land + building),44.67,,hillside conservation area,hillside conservation,1080711,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,841110.0,107.99,3,2,2,Yes,Yes,3000000,27780.0,,0.0,0,RPUUMLSJQHOFFDF57CA
Xizhi,House and land (land + building),27.8,Living,,,1080706,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,701228.0,97.98,3,2,1,Yes,No,5000000,51031.0,,0.0,0,RPTOMLPLPHOFFDF66CA
Xindian,House and land (land + building) + parking space,293.66,,hillside conservation area,hillside conservation,1080613,ground10 house1 park2,5,5,mansion,other,other,1071128.0,278.86,4,2,2,Yes,Yes,22000000,87667.0,parking area,60.98,2900000,RPWNMLMKQHOFFCF09CA
Shenkeng,House and land (land + building),29.4,,general agricultural area,general agricultural,1080723,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,880809.0,93.38,3,2,1,Yes,No,7600000,81388.0,,0.0,0,RPQNMLNKQHOFFCF58CA
Xindian,House and land (land + building),23.16,Living,,,1080608,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,791101.0,92.42999999999991,3,2,2,Yes,Yes,5600000,60586.0,,0.0,0,RPPPMLKMPHOFFCF48CA
Xindian,House and land (land + building),29.96,Living,,,1080621,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,780202.0,113.77,3,2,2,Yes,No,11500000,101081.0,,0.0,0,RPWNMLPLPHOFFCF76CA
Xindian,House and land (land + building),29.53,Living,,,1080620,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770116.0,108.44,3,2,2,Yes,No,11100000,102361.0,,0.0,0,RPOQMLOLPHOFFCF78CA
Xinzhuang,House and land (land + building),24.05,Living,,,1080602,ground3 house1 park0,4 ,5,apartment,living,reinforced concrete construction,680908.0,97.13,3,2,1,Yes,No,7840000,80717.0,,0.0,0,RPWPMLNKQHOFFBF66CA
Banqiao,House and land (land + building),19.57,Living,,,1080619,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,720604.0,78.72,3,2,1,Yes,No,7550000,95910.0,,0.0,0,RPXRMLOLPHOFFAF96CA
Banqiao,House and land (land + building),26.4,Living,,,1080704,ground2 house1 park0,2 ,5,apartment,living,reinforced concrete construction,,86.2,3,2,1,Yes,No,8700000,100928.0,,0.0,0,RPSOMLQLPHOFFAF98CA
Banqiao,House and land (land + building),43.4,Living,,,1080629,ground4 house2 park0,4 ,5,apartment,living,reinforced concrete construction,,121.26,4,2,2,Yes,No,14500000,119578.0,,0.0,0,RPTOMLQLPHOFFAF09CA
Tucheng,House and land (land + building),20.24,Living,,,1080624,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,731006.0,88.96,3,2,2,Yes,No,9200000,103417.0,,0.0,0,RPSPMLQLPHOFFAF09CA
Banqiao,House and land (land + building),25.6,Living,,,1080622,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,670204.0,92.64,3,2,1,Yes,No,12600000,136010.0,,0.0,0,RPRPMLMLQHOFFAF68CA
Xinzhuang,House and land (land + building),19.77,Living,,,1080613,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,690714.0,87.45,3,2,1,Yes,No,6600000,75472.0,,0.0,0,RPSRMLPLPHOFFBF66CA
Wugu,House and land (land + building) + parking space,24.51,Other,,,1080611,ground1 house1 park1,1,5,office,factory,reinforced concrete construction,810722.0,131.86,0,0,0,No,No,15150000,114895.0,parking area,0.0,0,RPPRMLQLPHOFFBF09CA
Wugu,House and land (land + building),24.1,Living,,,1080703,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,730106.0,70.22,2,1,1,Yes,No,3800000,54116.0,,0.0,0,RPUQMLSJQHOFFBF96CA
Freshwater,House and land (land + building) + parking space,26.37,Factory,,,1080615,ground4 house1 park1,3,5,factory,other,reinforced concrete construction,920910.0,126.47999999999901,3,2,2,Yes,Yes,10600000,,parking area,0.0,0,RPWNMLQLPHOFFEF07CA
Freshwater,House and land (land + building),28.56,Living,,,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770823.0,109.54,5,0,5,Yes,No,4900000,44733.0,,0.0,0,RPXNMLLMPHOFFEF76CA
Luzhou,House and land (land + building),17.84,Living,,,1080516,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,740128.0,84.68,1,2,1,Yes,No,7500000,88569.0,,0.0,0,RPUPMLOLPHOFFGF07CA
Zhonghe,House and land (land + building),24.13,Living,,,1080527,ground1 house1 park0,3 ,5,apartment,living,reinforced concrete construction,690521.0,87.72,3,2,1,Yes,No,7000000,79799.0,,0.0,0,RPRPMLOLPHOFFHF86CA
Zhonghe,House and land (land + building),26.59,Living,,,1080527,ground1 house1 park0,3 ,5,apartment,living,reinforced concrete construction,690521.0,87.99,3,2,1,Yes,No,7000000,79554.0,,0.0,0,RPRQMLOLPHOFFHF96CA
Zhonghe,House and land (land + building),34.97,Living,,,1080606,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750218.0,134.0,4,2,2,Yes,No,11300000,84328.0,,0.0,0,RPWQMLOLPHOFFHF47CA
Zhonghe,House and land (land + building),24.62,Living,,,1080623,ground3 house1 park0,4 ,5,apartment,living,reinforced concrete construction,680905.0,91.57,3,2,1,Yes,No,7830000,85508.0,,0.0,0,RPROMLPLPHOFFHF86CA
Yonghe,House and land (land + building),60.02,Living,,,1080413,ground2 house2 park0,1,5,apartment,other,reinforced concrete construction,720324.0,218.54,3,2,1,Yes,No,28870000,132104.0,,0.0,0,RPTPMLQLPHOFFHF27CA
Zhonghe,House and land (land + building),23.42,Living,,,1080628,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,700910.0,84.14,3,2,1,Yes,No,10000000,118850.0,,0.0,0,RPUOMLMJQHOFFHF76CA
Sanzhong,House and land (land + building),35.9,Living,,,1080330,ground1 house2 park0,5,5,apartment,living,reinforced concrete construction,751215.0,130.58,5,3,3,Yes,No,11850000,90749.0,,0.0,0,RPVQMLLJQHOFFGF96DA
Tree,House and land (land + building),28.2,Living,,,1080414,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,720206.0,91.52,3,2,1,Yes,No,6980000,76267.0,,0.0,0,RPRPMLKMPHOFFIF76DA
Xizhi,House and land (land + building),20.58,Living,,,1080717,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,690726.0,76.16,2,1,1,Yes,No,3000000,39391.0,,0.0,0,RPWOMLPLPHOFFDF17EA
Ruifang,House and land (land + building),39.46,,rural area,rural,1080215,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,890114.0,117.15,3,2,2,Yes,No,2520000,21511.0,,0.0,0,RPPNMLNJRHOFFFF98EA
Freshwater,House and land (land + building),6.06,Business,,,1080710,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,781229.0,25.25,1,0,1,Yes,No,1600000,63366.0,,0.0,0,RPWRMLRLQHOFFEF87EA
Zhonghe,House and land (land + building),21.75,Living,,,1080630,ground4 house1 park0,4 ,5,apartment,living,reinforced concrete construction,680905.0,74.11,3,1,1,Yes,No,6340000,85549.0,,0.0,0,RPVPMLQLPHOFFHF57DA
Sanzhong,House and land (land + building),22.0,Living,,,1080625,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,820908.0,70.14,3,2,2,Yes,No,8000000,114058.0,,0.0,0,RPPOMLQLPHOFFGF76DA
Freshwater,House and land (land + building),7.48,Living,,,1080715,ground1 house1 park0,4,5,suite,living,reinforced concrete construction,800314.0,36.7,1,0,1,Yes,Yes,2080000,56676.0,,0.0,0,RPVPMLKMPHOFFEF76DA
Xizhi,House and land (land + building) + parking space,48.65,,hillside conservation area,hillside conservation,1080611,ground1 house1 park1,5,5,apartment,living,reinforced concrete construction,881005.0,115.05,3,2,2,Yes,No,5530000,48066.0,parking area,0.0,0,RPVPMLMJQHOFFDF66DA
Tree,House and land (land + building),32.93,Living,,,1080605,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,780725.0,124.3,3,2,2,Yes,No,7800000,62751.0,,0.0,0,RPUNMLLJQHOFFIF66CA
Three Gorges,House and land (land + building),25.11,Other,,,1080521,ground3 house1 park0,4,5,apartment,living,reinforced concrete construction,800627.0,99.3,3,2,2,Yes,No,5100000,51360.0,,0.0,0,RPPOMLQLPHOFFIF86CA
Zhonghe,House and land (land + building),25.37,Factory,,,1080613,ground1 house1 park0,1,5,apartment,factory,reinforced concrete construction,740627.0,97.33,0,0,1,Yes,No,10500000,107880.0,,0.0,0,RPPNMLRJQHOFFHF66CA
Zhonghe,House and land (land + building),24.36,Living,,,1080711,ground1 house1 park0,3 ,5,apartment,living,reinforced concrete construction,690129.0,84.08,3,2,1,Yes,No,7380000,87774.0,,0.0,0,RPTQMLPKQHOFFHF27CA
Zhonghe,House and land (land + building),35.05,Living,,,1080614,ground1 house1 park0,2 ,5,apartment,living,reinforced concrete construction,681117.0,106.66,3,2,1,Yes,No,8800000,82505.0,,0.0,0,RPXNMLLMPHOFFHF07CA
Yonghe,House and land (land + building),31.0,Living,,,1080604,ground1 house1 park0,1 ,5,apartment,living,reinforced concrete construction,680529.0,192.46,4,2,2,Yes,No,16800000,87291.0,,0.0,0,RPPOMLLMPHOFFHF98CA
Yonghe,House and land (land + building),33.4,Living,,,1080622,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,690731.0,114.34,4,0,4,Yes,No,10400000,90957.0,,0.0,0,RPWPMLQLPHOFFHF57CA
Yonghe,House and land (land + building),28.41,Living,,,1080622,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,701208.0,93.66,3,2,2,Yes,No,10500000,112108.0,,0.0,0,RPROMLQLPHOFFHF96CA
Zhonghe,House and land (land + building),38.3,Living,,,1080509,ground1 house1 park0,4,5,apartment,other,reinforced concrete construction,800308.0,97.5,3,2,2,Yes,No,8000000,82051.0,,0.0,0,RPXNMLTLPHOFFHF77CA
Yonghe,House and land (land + building),11.32,Living,,,1080611,ground1 house1 park0,5,5,suite,living,reinforced concrete construction,850831.0,67.08,1,1,1,Yes,No,3600000,53667.0,,0.0,0,RPROMLTLPHOFFHF27CA
Zhonghe,House and land (land + building),31.99,Living,,,1080704,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,780513.0,99.14,3,2,2,Yes,Yes,8700000,87755.0,,0.0,0,RPXNMLKMPHOFFHF96CA
Yonghe,House and land (land + building),26.0,Living,,,1080630,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,671030.0,88.89,3,2,1,Yes,No,12000000,134998.0,,0.0,0,RPTNMLQLPHOFFHF07CA
Sanzhong,House and land (land + building),18.8,Living,,,1080615,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,680926.0,72.0,2,2,1,Yes,No,6750000,93750.0,,0.0,0,RPSNMLQJQHOFFGF76CA
Sanzhong,House and land (land + building),9.08,Business,,,1080630,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,670223.0,37.6,1,1,1,Yes,No,3500000,93085.0,,0.0,0,RPQNMLLJQHOFFGF68CA
Sanzhong,House and land (land + building),21.2,Living,,,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,831101.0,75.38,3,2,2,Yes,No,6260000,83046.0,,0.0,0,RPQQMLTLPHOFFGF27CA
Luzhou,House and land (land + building) + parking space,41.14,Business,,,1080604,ground7 house1 park1,5,5,mansion,living,reinforced concrete construction,791114.0,211.93,5,2,4,Yes,Yes,20000000,94366.0,parking area,49.31,0,RPTPMLTLPHOFFGF47CA
Sanzhong,House and land (land + building),31.4,Living,,,1080128,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,711004.0,110.31,4,2,1,Yes,No,12500000,113317.0,,0.0,0,RPUPMLQLPHOFFGF27CA
Freshwater,House and land (land + building) + parking space,26.42,Living,,,1080628,ground2 house1 park1,3,5,apartment,living,reinforced concrete construction,870424.0,117.55,3,2,2,Yes,No,7300000,62101.0,parking area,0.0,0,RPVRMLRLQHOFFEF57CA
Ruifang,House and land (land + building),22.97,,rural area,rural,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,871124.0,69.22,4,2,2,Yes,Yes,1200000,17336.0,,0.0,0,RPPNMLTLPHOFFFF76CA
Freshwater,House and land (land + building),16.56,Living,,,1080612,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,840818.0,60.97,2,2,1,Yes,No,3850000,63146.0,,0.0,0,RPRPMLLLQHOFFEF98CA
Xizhi,House and land (land + building),21.37,Living,,,1080527,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,741210.0,90.55,3,2,2,Yes,No,7880000,87024.0,,0.0,0,RPQPMLPLPHOFFDF09CA
Taishan,House and land (land + building),21.7,Living,,,1080705,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,700220.0,66.17,3,2,1,Yes,No,5000000,75563.0,,0.0,0,RPXRMLQLPHOFFBF27CA
Banqiao,House and land (land + building),20.4,Living,,,1080704,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,88.67,3,2,1,Yes,No,7500000,84583.0,,0.0,0,RPTPMLMKQHOFFAF78CA
Banqiao,House and land (land + building),18.32,Living,,,1080628,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,720325.0,77.73,3,2,1,Yes,No,7800000,100347.0,,0.0,0,RPOONLMJQHOFFAF18CA
Banqiao,House and land (land + building),25.9,Living,,,1080712,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,,104.77,3,2,2,Yes,No,3764500,35931.0,,0.0,0,RPSQMLTLPHOFFAF86CA
Banqiao,House and land (land + building),18.0,Living,,,1080605,ground1 house1 park0,5 ,5,apartment,living,reinforced concrete construction,,61.1,2,1,1,Yes,No,5300000,86743.0,,0.0,0,RPWQMLTLPHOFFAF27CA
Banqiao,House and land (land + building),25.0,Living,,,1080625,ground2 house1 park0,3 ,5,apartment,living,reinforced concrete construction,,91.98,3,2,1,Yes,No,7500000,81539.0,,0.0,0,RPURMLTLPHOFFAF17CA
Banqiao,House and land (land + building),21.8,Living,,,1080518,ground3 house1 park0,3 ,5,apartment,living,reinforced concrete construction,680905.0,70.72,2,2,1,Yes,No,7380000,104355.0,,0.0,0,RPXNMLQLPHOFFAF76CA
Tucheng,House and land (land + building),23.5,Living,,,1080708,ground1 house1 park0,4 ,5,apartment,living,reinforced concrete construction,691014.0,80.59,3,2,1,Yes,No,8000000,99268.0,,0.0,0,RPTRMLTLPHOFFAF07CA
Banqiao,House and land (land + building),18.83,Living,,,1080619,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,80.33,3,1,1,Yes,No,5200000,64733.0,,0.0,0,RPVQMLKMPHOFFAF98CA
Tucheng,House and land (land + building),27.63,Living,,,1080625,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,731114.0,97.04,3,2,2,Yes,No,7980000,82234.0,,0.0,0,RPQNMLPJQHOFFAF48CA
Tucheng,House and land (land + building),30.6,Living,,,1080705,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770201.0,111.82,3,2,1,Yes,No,8250000,73779.0,,0.0,0,RPWOMLNKQHOFFAF09CA
Linkou,House and land (land + building) + parking space,128.05,Living,,,1080709,ground4 house1 park2,"1,2",5,mansion,other,reinforced concrete construction,1031216.0,370.93,3,2,3,Yes,No,39300000,105950.0,parking area,0.0,0,RPOTMLQLPHOFFBF56CA
Xinzhuang,House and land (land + building),20.89,Living,,,1080615,ground1 house1 park0,5 ,5,apartment,living,reinforced concrete construction,690311.0,83.04,2,1,1,Yes,No,5300000,63825.0,,0.0,0,RPVQMLMJQHOFFBF09CA
Xindian,House and land (land + building),27.83,Other,,,1080620,ground9 house1 park0,4,5,apartment,living,reinforced concrete construction,750114.0,81.77,3,2,1,Yes,Yes,5000000,61147.0,,0.0,0,RPOPMLQLPHOFFCF88CA
Xindian,House and land (land + building),73.54,Living,,,1080716,ground2 house1 park0,"1,-1",5,apartment,business,reinforced concrete construction,810123.0,238.18,3,2,2,Yes,No,15900000,66756.0,,0.0,0,RPRNMLKMPHOFFCF48CA
Xindian,House and land (land + building),28.59,Living,,,1080701,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,740509.0,103.09,3,2,2,Yes,No,7500000,72752.0,,0.0,0,RPOPMLKMPHOFFCF38CA
Xindian,House and land (land + building),24.13,Living,,,1080624,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,740509.0,97.02,3,2,2,Yes,No,6300000,64935.0,,0.0,0,RPPOMLTLPHOFFCF56CA
Xindian,House and land (land + building),31.47,Living,,,1080719,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,670119.0,133.92,4,2,2,Yes,No,15500000,115741.0,,0.0,0,RPPOMLQJQHOFFCF78CA
Freshwater,House and land (land + building),32.96,Living,,,1080623,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,780311.0,106.16,3,2,1,Yes,No,4750000,44744.0,,0.0,0,RPQNMLSLQHOFFEF76CA
